num_insee	ArCom	ArVoiCom	PeVoiCom	LeTroCom	ArUrb	ArVoiUrb	PeVoiUrb	LeTroUrb	PaArVoi	PaLeTro	PaArVoiCom	PaArVoiUrb	RaLeArTroCom	RaLeArTroUrb	RaPeArVoiCom	RaPeArVoiUrb
94054	6.691026044981922	1.269166914317331	152.87521131102287	83.6972716581743	6.332142980645075	1.2667888463253738	152.54703675292106	83.55940886502952	99.81262764060972	99.83528400578238	18.968195696520564	20.005689230288386	12.508884451428022	13.19607108058654	135.69932873295525	135.53506250158608
94022	5.4304511949822665	1.161427911206525	148.76111990092585	90.67853313781538	4.688788037407123	1.0974628216499904	142.21800571336928	85.08314149564045	94.49254758394036	93.82941976611937	21.38731883420081	23.406108633924983	16.698158197536568	18.146083980945107	138.03630002745095	135.75620093612426
94044	6.951731479977851	1.1561262712197709	151.1676392277184	85.82432212391207	4.739929199725315	1.0833594160088817	143.5984266214335	80.57248145992232	93.7059768450624	93.88070824910541	16.630767090898257	22.856025277163717	12.345747584051608	16.998667715245958	140.59057132420747	137.96324485189686
94076	5.283389249983884	1.3392733036640811	173.66998408336482	97.37746692526329	5.283389249983884	1.3392733036640774	173.66998408336488	97.37746692526322	99.99999999999972	99.99999999999993	25.348753239564285	25.348753239564214	18.430871230159756	18.43087123015974	150.06871317357863	150.06871317357889
94067	0.9070940449968913	0.22227316137865258	31.002110445694633	17.723312157032233	0.907094044996863	0.22227316137862982	31.002110445693347	17.723312157001185	99.99999999998977	99.99999999982482	24.503871743465623	24.50387174346388	19.538560808315054	19.53856080828144	65.75787129997997	65.75787129998061
94058	3.96595934498717	0.9799818258163475	132.02823559443377	76.01685757048206	3.9659593449871693	0.9799818258163372	132.0282355944333	76.01685757046579	99.99999999999895	99.9999999999786	24.709830347984006	24.709830347983754	19.16733152258977	19.16733152258567	133.3698948222316	133.36989482223186
94042	2.2808425649928057	0.6168900708015741	77.41924225121262	46.82756882453989	2.280842564992794	0.6168900708015469	77.41924225121241	46.82756882453981	99.9999999999956	99.99999999999983	27.046587093288483	27.04658709328742	20.5308202956514	20.530820295651466	98.57006121412996	98.57006121413185
94015	3.334799279990634	0.746292473227989	97.82949220605828	54.50128690761933	3.3347992799905466	0.7462924732279239	97.82949220605545	54.50128690759719	99.99999999999129	99.99999999995937	22.378932300539688	22.378932300538324	16.343198595080782	16.343198595074572	113.24401757853425	113.24401757853593
94002	3.6710713649888023	0.8637210425261183	118.66198937300804	66.47094137743993	3.3661828285029887	0.8597215296990028	118.24593502599414	66.26375589690782	99.53694391705243	99.68830668523913	23.52776496701945	25.539953517062497	18.106687331490402	19.685132766949764	127.68058824717319	127.52851964846495
94043	1.5405124049957226	0.43790852863530066	54.66613131022925	36.27716822721669	1.5405124049957224	0.43790852863527013	54.66613131022925	36.277168227214275	99.99999999999302	99.99999999999334	28.426160491483778	28.4261604914818	23.548767351417347	23.548767351415783	82.6088618074281	82.60886180743098
94034	3.552115449990202	1.1092559584557844	118.26881785382076	84.26925131860955	3.293106815769511	1.0975263542376628	117.22935604962062	83.16790786446347	98.94257009586403	98.69306605088723	31.22803788539148	33.327991335780595	23.72368029840978	25.255150384494698	112.29343600038324	111.89969444334895
94080	1.9048376599938364	0.453836454529787	67.7908819658271	37.26863448113153	1.9048376599935655	0.45383645452978366	67.79088196582252	37.268634481026034	99.99999999999926	99.99999999971693	23.825466288358427	23.82546628836164	19.5652549631196	19.565254963066998	100.62863815867915	100.62863815867273
94021	4.226069129987815	1.465928266892147	144.78589757835343	104.2834908381184	4.2260691299878115	1.4659282668921463	144.78589757835343	104.28349083811865	99.99999999999996	100.00000000000024	34.68774934347498	34.68774934347499	24.676238752965943	24.676238752966025	119.5831263160983	119.58312631609832
94065	4.19942113998578	1.307571000575975	134.63206165073512	89.89947803686042	3.4619447098662164	1.2585384344060406	128.38342137365305	85.98241107474291	96.2501029658553	95.64283681323329	31.13693428186159	36.35351052312663	21.40758810324149	24.836448378190774	117.73778364986644	114.43943469293207
94018	1.8483275649952444	0.5230213213228797	48.445790861065305	37.62982776447897	1.7308683731721715	0.5198316002903978	48.1788237772721	37.48676351521613	99.39013556380183	99.61981157565147	28.297003801067337	30.032994325137487	20.358852227892726	21.65777831304061	66.9878984434699	66.82282852338378
94041	6.122425114981481	1.3944826643350887	190.07694480166808	107.53754188041327	5.891847511221273	1.3744836831949268	188.55790099251936	105.9843779402145	98.5658494256221	98.55570072270578	22.776638964890086	23.32856851059306	17.564533638356888	17.98830973448698	160.96182330628622	160.83291773181148
94075	5.624850944983686	0.7393841604377515	106.09318113765693	57.44688722824743	4.432245594376264	0.7121203280436793	102.4960563783687	55.3379102010574	96.31262963789612	96.32882279798615	13.144955620506597	16.066806608082235	10.213050583941126	12.485298709816853	123.38216891110908	121.45921341609152
94055	3.435332699988472	0.6479840488066783	90.50261436222358	48.5775695614351	3.401851833392604	0.6404762385187336	89.68619005984304	47.93921573245553	98.84135878008557	98.68590826024703	18.86233751999778	18.827282018335247	14.14057205044452	14.0920939771344	112.4291603751411	112.06604988355328
94019	5.221155114984155	0.9359671147289568	119.3470128177657	64.65814056800467	4.398966764662771	0.9016675891425411	115.26887866995713	62.19987304130241	96.33539201894413	96.19805409634886	17.92643761995945	20.49725850137592	12.383876583640035	14.139655143784818	123.36195926571392	121.39165679604196
